Équipement,ID d'équipement,Données performance,Période statistique,Heure de début stats,Valeur,Unité,
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-26 00:00:00, 3433,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-26 00:00:00, 3374,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-26 00:00:00, 13.77, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-26 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-26 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-26 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-26 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-26 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-26 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-26 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-26 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-26 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-26 00:00:00, 536.10, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-26 00:00:00, 530.81, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-05-27 00:00:00, 70073.781, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-05-27 00:00:00, 174658.891, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-05-27 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-05-27 00:00:00, 90019.39, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-27 00:00:00, 3438,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-27 00:00:00, 3378,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-27 00:00:00, 14.02, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-27 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-27 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-27 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-27 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-27 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-27 00:00:00, 30, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-27 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-27 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-27 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-27 00:00:00, 389.62, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-27 00:00:00, 442.98, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-05-28 00:00:00, 70299.992, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-05-28 00:00:00, 175222.719, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-05-28 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-05-28 00:00:00, 90327.95, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-28 00:00:00, 3467,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-28 00:00:00, 3406,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-28 00:00:00, 14.32, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-28 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-28 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-28 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-28 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-28 00:00:00, 39, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-28 00:00:00, 30, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-28 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-28 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-28 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-28 00:00:00, 506.62, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-28 00:00:00, 574.01, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-05-29 00:00:00, 70501.148, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-05-29 00:00:00, 175724.109, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-05-29 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-05-29 00:00:00, 90624.54, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-29 00:00:00, 3492,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-29 00:00:00, 3431,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-29 00:00:00, 14.32, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-29 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-29 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-29 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-29 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-29 00:00:00, 39, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-29 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-29 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-29 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-29 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-29 00:00:00, 477.44, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-29 00:00:00, 536.33, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-05-30 00:00:00, 70745.547, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-05-30 00:00:00, 176333.266, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-05-30 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-05-30 00:00:00, 90918.71, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-30 00:00:00, 3509,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-30 00:00:00, 3447,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-30 00:00:00, 14.28, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-30 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-30 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-30 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-30 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-30 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-30 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-30 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-30 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-30 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-30 00:00:00, 481.70, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-30 00:00:00, 621.81, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-05-31 00:00:00, 70974.922, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-05-31 00:00:00, 176904.984, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-05-31 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-05-31 00:00:00, 91262.38, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-05-31 00:00:00, 3521,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-05-31 00:00:00, 3457,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-05-31 00:00:00, 14.42, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-05-31 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-05-31 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-05-31 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-05-31 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-05-31 00:00:00, 39, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-05-31 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-05-31 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-05-31 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-05-31 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-05-31 00:00:00, 547.45, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-05-31 00:00:00, 614.63, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-06-01 00:00:00, 71231.289, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-06-01 00:00:00, 177543.984, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-06-01 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-06-01 00:00:00, 91628.04, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-06-01 00:00:00, 3526,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-06-01 00:00:00, 3460,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-06-01 00:00:00, 14.05, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-06-01 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-06-01 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-06-01 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-06-01 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-06-01 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-06-01 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-06-01 00:00:00, 33, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-06-01 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-06-01 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-06-01 00:00:00, 548.19, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-06-01 00:00:00, 636.22, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-06-02 00:00:00, 71443.305, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-06-02 00:00:00, 178072.422, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-06-02 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-06-02 00:00:00, 91989.86, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-06-02 00:00:00, 3535,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-06-02 00:00:00, 3469,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-06-02 00:00:00, 14.95, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-06-02 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-06-02 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-06-02 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-06-02 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-06-02 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-06-02 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-06-02 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-06-02 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-06-02 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-06-02 00:00:00, 552.93, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-06-02 00:00:00, 533.70, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-06-03 00:00:00, 71663.461, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-06-03 00:00:00, 178621.156, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-06-03 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-06-03 00:00:00, 92260.61, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-06-03 00:00:00, 3542,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-06-03 00:00:00, 3475,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-06-03 00:00:00, 14.03, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-06-03 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-06-03 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-06-03 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-06-03 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-06-03 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-06-03 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-06-03 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-06-03 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-06-03 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-06-03 00:00:00, 477.19, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-06-03 00:00:00, 568.85, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-06-04 00:00:00, 71823.547, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2021-06-04 00:00:00, 179020.172, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2021-06-04 00:00:00, 38.004,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2021-06-04 00:00:00, 92604.31, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2021-06-04 00:00:00, 3545,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2021-06-04 00:00:00, 3477,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2021-06-04 00:00:00, 14.07, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2021-06-04 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2021-06-04 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2021-06-04 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2021-06-04 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2021-06-04 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2021-06-04 00:00:00, 29, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2021-06-04 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2021-06-04 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2021-06-04 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2021-06-04 00:00:00, 388.74, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2021-06-04 00:00:00, 421.84, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2021-06-05 00:00:00, 71917.148, kg
